cohort,protocol,fold,evaluation_solvent,role,record_id,group_id
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:14,ethyl_acetate:0.1
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:15,ethyl_acetate:0.1
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:16,ethyl_acetate:0.1
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:17,ethyl_acetate:0.25
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:18,ethyl_acetate:0.25
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:19,ethyl_acetate:0.25
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:20,ethyl_acetate:1
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:21,ethyl_acetate:1
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:22,ethyl_acetate:1
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:26,ethyl_acetate:3
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:27,ethyl_acetate:3
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:28,ethyl_acetate:3
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:32,ethyl_acetate:10
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:33,ethyl_acetate:10
primary,grouped_cv,4,ethyl_acetate,train,ethyl_acetate:34,ethyl_acetate:10
primary,grouped_cv,4,ethyl_acetate,test,ethyl_acetate:23,ethyl_acetate:2
primary,grouped_cv,4,ethyl_acetate,test,ethyl_acetate:24,ethyl_acetate:2
primary,grouped_cv,4,ethyl_acetate,test,ethyl_acetate:25,ethyl_acetate:2
primary,grouped_cv,4,ethyl_acetate,test,ethyl_acetate:29,ethyl_acetate:5
primary,grouped_cv,4,ethyl_acetate,test,ethyl_acetate:30,ethyl_acetate:5
primary,grouped_cv,4,ethyl_acetate,test,ethyl_acetate:31,ethyl_acetate:5
primary,grouped_cv,4,hexane,train,hexane:2,hexane:0.02
primary,grouped_cv,4,hexane,train,hexane:3,hexane:0.02
primary,grouped_cv,4,hexane,train,hexane:4,hexane:0.02
primary,grouped_cv,4,hexane,train,hexane:5,hexane:0.02
primary,grouped_cv,4,hexane,train,hexane:6,hexane:0.02
primary,grouped_cv,4,hexane,train,hexane:7,hexane:0.02
primary,grouped_cv,4,hexane,train,hexane:8,hexane:0.05
primary,grouped_cv,4,hexane,train,hexane:9,hexane:0.05
primary,grouped_cv,4,hexane,train,hexane:10,hexane:0.05
primary,grouped_cv,4,hexane,train,hexane:11,hexane:0.05
primary,grouped_cv,4,hexane,train,hexane:12,hexane:0.05
primary,grouped_cv,4,hexane,train,hexane:13,hexane:0.05
primary,grouped_cv,4,hexane,train,hexane:23,hexane:0.1
primary,grouped_cv,4,hexane,train,hexane:24,hexane:0.1
primary,grouped_cv,4,hexane,train,hexane:25,hexane:0.1
primary,grouped_cv,4,hexane,train,hexane:26,hexane:0.1
primary,grouped_cv,4,hexane,train,hexane:27,hexane:0.1
primary,grouped_cv,4,hexane,train,hexane:28,hexane:0.1
primary,grouped_cv,4,hexane,train,hexane:29,hexane:0.15
primary,grouped_cv,4,hexane,train,hexane:30,hexane:0.15
primary,grouped_cv,4,hexane,train,hexane:31,hexane:0.15
primary,grouped_cv,4,hexane,train,hexane:32,hexane:0.25
primary,grouped_cv,4,hexane,train,hexane:33,hexane:0.25
primary,grouped_cv,4,hexane,train,hexane:34,hexane:0.25
primary,grouped_cv,4,hexane,train,hexane:38,hexane:1
primary,grouped_cv,4,hexane,train,hexane:39,hexane:1
primary,grouped_cv,4,hexane,train,hexane:40,hexane:1
primary,grouped_cv,4,hexane,train,hexane:41,hexane:1.5
primary,grouped_cv,4,hexane,train,hexane:42,hexane:1.5
primary,grouped_cv,4,hexane,train,hexane:43,hexane:1.5
primary,grouped_cv,4,hexane,train,hexane:44,hexane:2
primary,grouped_cv,4,hexane,train,hexane:45,hexane:2
primary,grouped_cv,4,hexane,train,hexane:46,hexane:2
primary,grouped_cv,4,hexane,train,hexane:47,hexane:2.5
primary,grouped_cv,4,hexane,train,hexane:48,hexane:2.5
primary,grouped_cv,4,hexane,train,hexane:49,hexane:2.5
primary,grouped_cv,4,hexane,train,hexane:50,hexane:3
primary,grouped_cv,4,hexane,train,hexane:51,hexane:3
primary,grouped_cv,4,hexane,train,hexane:52,hexane:3
primary,grouped_cv,4,hexane,train,hexane:53,hexane:5
primary,grouped_cv,4,hexane,train,hexane:54,hexane:5
primary,grouped_cv,4,hexane,train,hexane:55,hexane:5
primary,grouped_cv,4,hexane,train,hexane:56,hexane:7
primary,grouped_cv,4,hexane,train,hexane:57,hexane:7
primary,grouped_cv,4,hexane,train,hexane:58,hexane:7
primary,grouped_cv,4,hexane,train,hexane:59,hexane:10
primary,grouped_cv,4,hexane,test,hexane:14,hexane:0.07
primary,grouped_cv,4,hexane,test,hexane:15,hexane:0.07
primary,grouped_cv,4,hexane,test,hexane:16,hexane:0.07
primary,grouped_cv,4,hexane,test,hexane:17,hexane:0.07
primary,grouped_cv,4,hexane,test,hexane:18,hexane:0.07
primary,grouped_cv,4,hexane,test,hexane:19,hexane:0.07
primary,grouped_cv,4,hexane,test,hexane:20,hexane:0.09
primary,grouped_cv,4,hexane,test,hexane:21,hexane:0.09
primary,grouped_cv,4,hexane,test,hexane:22,hexane:0.09
primary,grouped_cv,4,hexane,test,hexane:35,hexane:0.5
primary,grouped_cv,4,hexane,test,hexane:36,hexane:0.5
primary,grouped_cv,4,hexane,test,hexane:37,hexane:0.5
primary,grouped_cv,4,toluene,train,toluene:17,toluene:0.0025
primary,grouped_cv,4,toluene,train,toluene:18,toluene:0.0025
primary,grouped_cv,4,toluene,train,toluene:19,toluene:0.0025
primary,grouped_cv,4,toluene,train,toluene:20,toluene:0.005
primary,grouped_cv,4,toluene,train,toluene:21,toluene:0.005
primary,grouped_cv,4,toluene,train,toluene:22,toluene:0.005
primary,grouped_cv,4,toluene,train,toluene:26,toluene:0.015
primary,grouped_cv,4,toluene,train,toluene:27,toluene:0.015
primary,grouped_cv,4,toluene,train,toluene:28,toluene:0.015
primary,grouped_cv,4,toluene,train,toluene:29,toluene:0.025
primary,grouped_cv,4,toluene,train,toluene:30,toluene:0.025
primary,grouped_cv,4,toluene,train,toluene:31,toluene:0.025
primary,grouped_cv,4,toluene,train,toluene:35,toluene:0.1
primary,grouped_cv,4,toluene,train,toluene:36,toluene:0.1
primary,grouped_cv,4,toluene,train,toluene:37,toluene:0.1
primary,grouped_cv,4,toluene,train,toluene:38,toluene:0.25
primary,grouped_cv,4,toluene,train,toluene:39,toluene:0.25
primary,grouped_cv,4,toluene,train,toluene:40,toluene:0.25
primary,grouped_cv,4,toluene,train,toluene:41,toluene:10
primary,grouped_cv,4,toluene,train,toluene:42,toluene:10
primary,grouped_cv,4,toluene,train,toluene:43,toluene:10
primary,grouped_cv,4,toluene,train,toluene:45,toluene:40
primary,grouped_cv,4,toluene,train,toluene:46,toluene:40
primary,grouped_cv,4,toluene,train,toluene:47,toluene:50
primary,grouped_cv,4,toluene,train,toluene:48,toluene:50
primary,grouped_cv,4,toluene,train,toluene:49,toluene:50
primary,grouped_cv,4,toluene,train,toluene:50,toluene:50
primary,grouped_cv,4,toluene,train,toluene:51,toluene:50
primary,grouped_cv,4,toluene,train,toluene:52,toluene:50
primary,grouped_cv,4,toluene,test,toluene:23,toluene:0.01
primary,grouped_cv,4,toluene,test,toluene:24,toluene:0.01
primary,grouped_cv,4,toluene,test,toluene:25,toluene:0.01
primary,grouped_cv,4,toluene,test,toluene:32,toluene:0.05
primary,grouped_cv,4,toluene,test,toluene:33,toluene:0.05
primary,grouped_cv,4,toluene,test,toluene:34,toluene:0.05
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:2,ethyl_acetate:0.1
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:3,ethyl_acetate:0.1
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:4,ethyl_acetate:0.1
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:8,ethyl_acetate:0.25
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:9,ethyl_acetate:0.25
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:10,ethyl_acetate:0.25
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:11,ethyl_acetate:0.5
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:12,ethyl_acetate:0.5
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:13,ethyl_acetate:0.5
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:14,ethyl_acetate:0.1
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:15,ethyl_acetate:0.1
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:16,ethyl_acetate:0.1
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:17,ethyl_acetate:0.25
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:18,ethyl_acetate:0.25
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:19,ethyl_acetate:0.25
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:20,ethyl_acetate:1
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:21,ethyl_acetate:1
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:22,ethyl_acetate:1
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:23,ethyl_acetate:2
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:24,ethyl_acetate:2
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:25,ethyl_acetate:2
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:26,ethyl_acetate:3
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:27,ethyl_acetate:3
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:28,ethyl_acetate:3
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:29,ethyl_acetate:5
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:30,ethyl_acetate:5
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:31,ethyl_acetate:5
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:32,ethyl_acetate:10
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:33,ethyl_acetate:10
primary,grouped_cv,5,ethyl_acetate,train,ethyl_acetate:34,ethyl_acetate:10
primary,grouped_cv,5,ethyl_acetate,test,ethyl_acetate:5,ethyl_acetate:0.15
primary,grouped_cv,5,ethyl_acetate,test,ethyl_acetate:6,ethyl_acetate:0.15
primary,grouped_cv,5,ethyl_acetate,test,ethyl_acetate:7,ethyl_acetate:0.15
primary,grouped_cv,5,hexane,train,hexane:8,hexane:0.05
primary,grouped_cv,5,hexane,train,hexane:9,hexane:0.05
primary,grouped_cv,5,hexane,train,hexane:10,hexane:0.05
primary,grouped_cv,5,hexane,train,hexane:11,hexane:0.05
primary,grouped_cv,5,hexane,train,hexane:12,hexane:0.05
primary,grouped_cv,5,hexane,train,hexane:13,hexane:0.05
primary,grouped_cv,5,hexane,train,hexane:14,hexane:0.07
primary,grouped_cv,5,hexane,train,hexane:15,hexane:0.07
primary,grouped_cv,5,hexane,train,hexane:16,hexane:0.07
primary,grouped_cv,5,hexane,train,hexane:17,hexane:0.07
primary,grouped_cv,5,hexane,train,hexane:18,hexane:0.07
primary,grouped_cv,5,hexane,train,hexane:19,hexane:0.07
primary,grouped_cv,5,hexane,train,hexane:20,hexane:0.09
primary,grouped_cv,5,hexane,train,hexane:21,hexane:0.09
primary,grouped_cv,5,hexane,train,hexane:22,hexane:0.09
primary,grouped_cv,5,hexane,train,hexane:23,hexane:0.1
primary,grouped_cv,5,hexane,train,hexane:24,hexane:0.1
primary,grouped_cv,5,hexane,train,hexane:25,hexane:0.1
primary,grouped_cv,5,hexane,train,hexane:26,hexane:0.1
primary,grouped_cv,5,hexane,train,hexane:27,hexane:0.1
primary,grouped_cv,5,hexane,train,hexane:28,hexane:0.1
primary,grouped_cv,5,hexane,train,hexane:32,hexane:0.25
primary,grouped_cv,5,hexane,train,hexane:33,hexane:0.25
primary,grouped_cv,5,hexane,train,hexane:34,hexane:0.25
primary,grouped_cv,5,hexane,train,hexane:35,hexane:0.5
primary,grouped_cv,5,hexane,train,hexane:36,hexane:0.5
primary,grouped_cv,5,hexane,train,hexane:37,hexane:0.5
primary,grouped_cv,5,hexane,train,hexane:41,hexane:1.5
primary,grouped_cv,5,hexane,train,hexane:42,hexane:1.5
primary,grouped_cv,5,hexane,train,hexane:43,hexane:1.5
primary,grouped_cv,5,hexane,train,hexane:44,hexane:2
primary,grouped_cv,5,hexane,train,hexane:45,hexane:2
primary,grouped_cv,5,hexane,train,hexane:46,hexane:2
primary,grouped_cv,5,hexane,train,hexane:47,hexane:2.5
primary,grouped_cv,5,hexane,train,hexane:48,hexane:2.5
primary,grouped_cv,5,hexane,train,hexane:49,hexane:2.5
primary,grouped_cv,5,hexane,train,hexane:50,hexane:3
primary,grouped_cv,5,hexane,train,hexane:51,hexane:3
primary,grouped_cv,5,hexane,train,hexane:52,hexane:3
primary,grouped_cv,5,hexane,train,hexane:56,hexane:7
primary,grouped_cv,5,hexane,train,hexane:57,hexane:7
primary,grouped_cv,5,hexane,train,hexane:58,hexane:7
primary,grouped_cv,5,hexane,train,hexane:59,hexane:10
primary,grouped_cv,5,hexane,test,hexane:2,hexane:0.02
primary,grouped_cv,5,hexane,test,hexane:3,hexane:0.02
primary,grouped_cv,5,hexane,test,hexane:4,hexane:0.02
primary,grouped_cv,5,hexane,test,hexane:5,hexane:0.02
primary,grouped_cv,5,hexane,test,hexane:6,hexane:0.02
primary,grouped_cv,5,hexane,test,hexane:7,hexane:0.02
primary,grouped_cv,5,hexane,test,hexane:29,hexane:0.15
primary,grouped_cv,5,hexane,test,hexane:30,hexane:0.15
primary,grouped_cv,5,hexane,test,hexane:31,hexane:0.15
primary,grouped_cv,5,hexane,test,hexane:38,hexane:1
primary,grouped_cv,5,hexane,test,hexane:39,hexane:1
primary,grouped_cv,5,hexane,test,hexane:40,hexane:1
primary,grouped_cv,5,hexane,test,hexane:53,hexane:5
primary,grouped_cv,5,hexane,test,hexane:54,hexane:5
primary,grouped_cv,5,hexane,test,hexane:55,hexane:5
primary,grouped_cv,5,toluene,train,toluene:17,toluene:0.0025
primary,grouped_cv,5,toluene,train,toluene:18,toluene:0.0025
primary,grouped_cv,5,toluene,train,toluene:19,toluene:0.0025
primary,grouped_cv,5,toluene,train,toluene:23,toluene:0.01
primary,grouped_cv,5,toluene,train,toluene:24,toluene:0.01
primary,grouped_cv,5,toluene,train,toluene:25,toluene:0.01
primary,grouped_cv,5,toluene,train,toluene:26,toluene:0.015
primary,grouped_cv,5,toluene,train,toluene:27,toluene:0.015
primary,grouped_cv,5,toluene,train,toluene:28,toluene:0.015
primary,grouped_cv,5,toluene,train,toluene:29,toluene:0.025
primary,grouped_cv,5,toluene,train,toluene:30,toluene:0.025
primary,grouped_cv,5,toluene,train,toluene:31,toluene:0.025
primary,grouped_cv,5,toluene,train,toluene:32,toluene:0.05
primary,grouped_cv,5,toluene,train,toluene:33,toluene:0.05
primary,grouped_cv,5,toluene,train,toluene:34,toluene:0.05
primary,grouped_cv,5,toluene,train,toluene:35,toluene:0.1
primary,grouped_cv,5,toluene,train,toluene:36,toluene:0.1
primary,grouped_cv,5,toluene,train,toluene:37,toluene:0.1
primary,grouped_cv,5,toluene,train,toluene:41,toluene:10
primary,grouped_cv,5,toluene,train,toluene:42,toluene:10
primary,grouped_cv,5,toluene,train,toluene:43,toluene:10
primary,grouped_cv,5,toluene,train,toluene:45,toluene:40
primary,grouped_cv,5,toluene,train,toluene:46,toluene:40
primary,grouped_cv,5,toluene,train,toluene:47,toluene:50
primary,grouped_cv,5,toluene,train,toluene:48,toluene:50
primary,grouped_cv,5,toluene,train,toluene:49,toluene:50
primary,grouped_cv,5,toluene,train,toluene:50,toluene:50
primary,grouped_cv,5,toluene,train,toluene:51,toluene:50
primary,grouped_cv,5,toluene,train,toluene:52,toluene:50
primary,grouped_cv,5,toluene,test,toluene:20,toluene:0.005
primary,grouped_cv,5,toluene,test,toluene:21,toluene:0.005
primary,grouped_cv,5,toluene,test,toluene:22,toluene:0.005
primary,grouped_cv,5,toluene,test,toluene:38,toluene:0.25
primary,grouped_cv,5,toluene,test,toluene:39,toluene:0.25
primary,grouped_cv,5,toluene,test,toluene:40,toluene:0.25
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:2,hexane:0.02
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:3,hexane:0.02
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:4,hexane:0.02
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:5,hexane:0.02
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:6,hexane:0.02
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:7,hexane:0.02
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:8,hexane:0.05
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:9,hexane:0.05
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:10,hexane:0.05
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:11,hexane:0.05
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:12,hexane:0.05
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:13,hexane:0.05
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:14,hexane:0.07
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:15,hexane:0.07
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:16,hexane:0.07
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:17,hexane:0.07
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:18,hexane:0.07
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:19,hexane:0.07
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:20,hexane:0.09
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:21,hexane:0.09
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:22,hexane:0.09
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:23,hexane:0.1
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:24,hexane:0.1
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:25,hexane:0.1
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:26,hexane:0.1
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:27,hexane:0.1
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:28,hexane:0.1
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:29,hexane:0.15
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:30,hexane:0.15
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:31,hexane:0.15
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:32,hexane:0.25
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:33,hexane:0.25
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:34,hexane:0.25
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:35,hexane:0.5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:36,hexane:0.5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:37,hexane:0.5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:38,hexane:1
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:39,hexane:1
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:40,hexane:1
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:41,hexane:1.5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:42,hexane:1.5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:43,hexane:1.5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:44,hexane:2
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:45,hexane:2
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:46,hexane:2
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:47,hexane:2.5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:48,hexane:2.5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:49,hexane:2.5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:50,hexane:3
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:51,hexane:3
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:52,hexane:3
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:53,hexane:5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:54,hexane:5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:55,hexane:5
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:56,hexane:7
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:57,hexane:7
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:58,hexane:7
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,hexane:59,hexane:10
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:17,toluene:0.0025
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:18,toluene:0.0025
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:19,toluene:0.0025
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:20,toluene:0.005
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:21,toluene:0.005
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:22,toluene:0.005
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:23,toluene:0.01
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:24,toluene:0.01
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:25,toluene:0.01
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:26,toluene:0.015
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:27,toluene:0.015
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:28,toluene:0.015
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:29,toluene:0.025
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:30,toluene:0.025
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:31,toluene:0.025
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:32,toluene:0.05
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:33,toluene:0.05
primary,leave_one_solvent_out,ethyl_acetate,ethyl_acetate,train,toluene:34,toluene:0.05
